
12000,390304;-3,111566;12000,433555;-3,036476;12000,093491;-2,958995;12000,384900;-2,884978
12000,257965;0,004205;12000,184831;0,079307;12000,079199;0,155798;12000,406941;0,228502
12000,309322;0,005967;12000,200574;0,081086;12000,033283;0,157670;12000,255133;0,231882
12000,284912;0,004319;12000,547107;0,078509;12000,218675;0,155391;12000,074036;0,231612
12000,288694;0,001342;12000,051499;0,078317;12000,383796;0,151374;12000,144610;0,228666
12000,194645;0,008542;12000,559332;0,082478;12000,474281;0,157942;12000,344189;0,234282
12000,267189;-0,001673;12000,291075;0,074326;12000,137229;0,150431;12000,280626;0,224405
12000,277621;-0,001827;12000,035765;0,073987;12000,326881;0,147425;12000,135604;0,225347
12000,449632;0,004911;12000,256021;0,081571;12000,149191;0,157780;12000,123547;0,232829
12000,315119;0,007543;12000,287605;0,083776;12000,393594;0,157516;12000,334481;0,233656
12000,286949;0,001049;12000,437910;0,075440;12000,318636;0,152223;12000,354908;0,226354
12000,445408;0,003437;12000,348357;0,079318;12000,352520;0,153991;12000,159496;0,231079
12000,224641;-0,001498;12000,144071;0,073358;12000,205021;0,149564;12000,334459;0,223934
12000,298359;0,005726;12000,539604;0,079464;12000,209504;0,156645;12000,252454;0,232041
12000,328241;0,001830;12000,279174;0,076963;12000,324454;0,152135;12000,196303;0,227948
12000,370783;0,005949;12000,469853;0,080347;12000,165051;0,157337;12000,232443;0,233172
12000,364989;0,007894;12000,505611;0,082616;12000,371302;0,158756;12000,290924;0,233986
12000,332216;0,004880;12000,306280;0,080127;12000,274572;0,156077;12000,462236;0,229573
12000,367995;0,007044;12000,324250;0,082497;12000,379603;0,157024;12000,192225;0,233342
12000,448566;0,008909;11999,959470;0,086787;12000,136160;0,161054;12000,379128;0,235840
12000,222125;0,004886;12000,380438;0,079292;12000,179874;0,154968;12000,352488;0,229868
12000,266527;0,003129;12000,333082;0,078031;12000,405085;0,153129;12000,391297;0,229262
12000,434907;0,004483;12000,302914;0,080356;12000,328017;0,156111;12000,005259;0,233382
12000,433855;0,009467;12000,169632;0,085536;12000,383602;0,159725;12000,262318;0,235694
12000,169162;-0,003293;12000,050236;0,072737;12000,120840;0,147466;12000,151687;0,223215
12000,314935;-0,000026;12000,359864;0,075664;12000,236917;0,151225;12000,195605;0,226068
12000,198979;0,002686;12000,204560;0,078096;12000,229648;0,152285;12000,328380;0,228541
12000,740663;-0,003613;12000,393539;0,074367;12000,280653;0,149770;12000,174206;0,225945
12000,226543;0,000984;12000,246967;0,075835;12000,161598;0,151474;11999,978391;0,228728
12000,229853;0,006830;12000,292730;0,081637;12000,288161;0,156886;12000,207201;0,232937
12000,166685;0,001420;12000,423940;0,075805;12000,180937;0,152210;12000,451549;0,227025
12000,331669;0,000228;12000,475636;0,075450;12000,311459;0,151501;12000,268365;0,227365
12000,213131;0,003349;12000,343519;0,077418;12000,285037;0,153424;12000,281725;0,228974
12000,424654;0,000488;12000,504319;0,075279;12000,516738;0,151432;12000,149429;0,228667
12000,512478;0,005780;12000,221016;0,082758;12000,228313;0,157776;12000,509295;0,231767
12000,427235;0,007331;12000,378013;0,082049;12000,380137;0,157306;11999,961090;0,235313
12000,325702;0,003210;12000,316784;0,078637;12000,166002;0,154424;12000,226524;0,229776
12000,430922;-0,001091;12000,201057;0,075665;12000,067973;0,152439;12000,279288;0,226234
12000,426073;0,000804;12000,363355;0,076560;12000,086979;0,152980;12000,252909;0,228102
