
415,891815;0,215621;8096,007653;3,369849;2625,633548;2,624047;7640,274231;4,489496
1648,166178;-0,469041;1628,930200;1,593649;1896,020021;-0,888187;3570,623799;-2,116646
7050,053783;-0,735342;9751,867002;-0,836556;3970,818053;0,457300;627,764170;-2,350232
504,740136;2,367310;373,257666;-1,332066;5926,569288;0,227783;7070,467444;-0,121984
4900,541285;0,323555;5086,084835;1,726695;886,826930;1,708911;8410,609377;2,866032
5132,328204;0,677151;5456,051050;-2,395041;8069,787571;-3,434503;4338,101269;2,278995
3895,084689;0,544545;8828,717015;-1,059774;7919,195494;0,028037;2706,709234;-1,604963
4455,481395;1,791649;2644,568347;3,217141;6613,981623;2,134129;5387,150310;-2,981438
5827,367144;1,339454;294,187584;3,064750;8413,054149;1,912525;9026,873181;-3,083778
2224,347528;-2,299898;988,155909;-0,700741;989,629652;-2,341684;257,960546;-2,778432
2372,178263;2,782566;9067,635777;-0,913322;4581,509913;2,800632;2504,907684;1,067182
1747,710246;0,458706;3432,485262;1,493361;8823,274523;1,251888;7659,774625;-3,064929
6974,226486;-1,605127;748,755778;0,975122;6750,355127;-1,504001;8668,786935;-0,382217
4666,723552;-3,362335;7573,190567;2,627765;8951,864044;-1,811477;4055,301356;2,015498
7424,009194;-2,094262;2414,293389;2,039326;5185,106791;1,532297;9909,076787;-1,632042
8882,957669;2,294083;8986,042827;-1,497990;6780,770477;2,008602;6816,884127;-2,826632
9265,295459;-2,928451;977,672551;-0,329335;1137,009071;0,059180;3463,399544;1,168416
9377,936424;-0,338599;2067,676704;-2,298259;8968,525599;-1,561424;9012,199408;0,505088
730,249179;-0,190943;6776,908620;1,405663;5248,698226;1,768092;6887,962752;-0,307812
8013,887957;3,100594;6106,375925;-1,451215;425,645459;-2,547217;4549,484009;-2,483131
7111,279956;-0,531721;1288,646780;0,425719;7692,318696;-0,011130;9774,606029;-0,867830
1823,772603;-2,747587;8133,302559;1,597657;6781,922073;-0,105718;7818,671609;2,618779
5818,622209;-2,661667;3663,941298;0,008397;4869,146441;1,112534;174,764996;3,191936
3292,717898;-0,387551;8869,246645;1,262285;7615,796934;-2,602180;494,393792;-0,658918
6265,344094;-1,774128;2666,577460;-1,459389;4430,551717;-0,131776;5773,272923;1,734895
4105,035840;-0,775589;7289,400578;3,279153;3171,276053;0,034384;9225,868787;-3,492905
6983,005464;-0,273293;4278,570748;-3,951687;2679,157370;0,132827;3269,662608;1,633037
2706,220231;2,505621;5326,405508;2,087815;3018,485648;-2,858271;9783,592916;-3,191548
7348,961001;1,161566;3575,071591;2,998876;510,696786;-3,529060;74,282242;-4,262999
9050,362397;3,815346;9145,908824;2,212489;6587,058242;-1,263730;6809,549902;2,067947
4346,049377;-1,753421;8784,648508;0,751323;9096,402981;-0,380639;2188,908622;0,402593
2223,031315;-0,528080;7459,819585;-2,819710;6058,499358;-1,559226;6051,472389;1,549423
6008,643520;-1,044105;8493,266344;2,860569;5117,889258;1,648600;139,142314;-0,082819
8546,485576;0,391940;2846,776488;3,170159;9376,924585;0,973595;9783,966684;1,405985
905,927045;-3,241634;8708,311005;2,456005;2301,211326;1,889443;5579,617999;-2,129921
6621,960800;0,791272;4960,432743;1,953540;6752,495570;-1,369237;574,283337;2,646236
7854,530615;0,896774;3333,142995;-1,137974;7782,716884;1,178614;7342,744196;-0,619392
2259,743084;0,267792;1498,241112;2,230787;5068,242470;1,728467;9974,252020;-0,055116
4185,303915;-1,544771;93,559223;-0,486594;7222,908838;1,158015;3778,120097;1,818461
4857,607469;1,852962;5744,736484;0,589970;136,559068;-1,514849;2637,675334;-0,875553
3836,742623;-1,423856;4285,366043;-0,358875;5410,258383;3,363465;1621,115215;0,267983
