
8800,869254;0,441196;8800,295732;0,381238;8799,992847;0,635864;8801,504155;0,662794
8798,915895;0,441132;8801,375675;0,381014;8801,146049;0,635620;8801,206029;0,662424
8798,406736;0,441289;8799,971148;0,381003;8799,064681;0,636173;8800,914267;0,662595
8799,275118;0,440837;8800,101755;0,381117;8799,073274;0,635748;8801,375132;0,662651
8800,577067;0,440739;8800,680192;0,381012;8799,865786;0,636116;8800,928304;0,662561
8800,732710;0,440374;8800,588960;0,381052;8799,008301;0,635782;8801,505344;0,662534
8799,365970;0,441367;8800,701137;0,381181;8800,747872;0,636276;8801,314001;0,662748
8799,194848;0,440666;8800,679794;0,381292;8801,574535;0,635800;8801,560491;0,662797
8796,992812;0,441157;8800,246000;0,381048;8800,620208;0,636136;8801,394136;0,662681
8799,787850;0,441562;8800,935394;0,381096;8800,774221;0,636464;8801,241611;0,662705
8803,314258;0,440573;8801,895638;0,380820;8800,207697;0,635961;8801,356277;0,662484
8800,248035;0,440713;8800,963031;0,381067;8798,905689;0,636157;8801,642050;0,662469
8798,584699;0,440831;8801,754828;0,381334;8799,686422;0,636105;8802,400178;0,662836
8799,602181;0,440518;8800,161871;0,381045;8798,908388;0,635946;8801,579752;0,662701
8801,854218;0,440624;8800,632484;0,380944;8799,524016;0,635860;8801,265831;0,662507
8800,940290;0,441503;8801,643320;0,381209;8800,278650;0,636280;8801,935413;0,662696
8800,849231;0,441238;8800,882306;0,381193;8798,136466;0,636125;8801,905645;0,662657
8802,058241;0,441134;8799,861405;0,381466;8796,343998;0,636269;8800,568912;0,663109
8801,432123;0,440864;8799,777604;0,381110;8796,516506;0,636107;8800,834906;0,662777
8798,003318;0,440965;8800,576669;0,381033;8798,892292;0,635664;8801,191351;0,662649
8802,039473;0,440255;8800,296690;0,381031;8799,597688;0,635917;8801,536940;0,662586
8801,023827;0,440650;8800,657979;0,381041;8799,972339;0,635511;8801,344028;0,662517
8800,498314;0,442074;8801,018325;0,381224;8795,344520;0,636609;8801,096925;0,662897
8800,236717;0,441058;8800,674384;0,380956;8796,523296;0,635513;8801,579115;0,662492
8799,753007;0,441392;8801,530041;0,381142;8800,610978;0,636060;8801,499546;0,662934
8800,068658;0,441165;8801,185273;0,381070;8800,743649;0,636297;8801,536518;0,662654
8800,661112;0,440796;8800,842804;0,380941;8800,318200;0,636004;8800,882301;0,662589
8801,643712;0,441482;8800,305716;0,380969;8799,239035;0,635823;8801,386513;0,662782
