
17000,173919;0,500101;17000,264254;0,500052;17000,094155;0,500196;17000,255695;0,499927
17000,337574;0,500229;17000,429016;0,500016;17000,291212;0,500327;17000,243648;0,500295
17000,308094;0,500274;17000,067985;0,500460;17000,441987;0,500342;17000,116782;0,500145
17000,127933;0,500137;17000,083205;0,500336;17000,355062;0,500423;17000,222953;0,500091
16999,983505;0,500283;17000,138452;0,500143;17000,335266;0,500204;17000,241564;0,500191
16999,957100;0,500305;17000,346675;0,500200;17000,204245;0,500391;17000,326339;0,500238
17000,364576;0,500235;17000,144484;0,500152;17000,245613;0,500453;17000,137632;0,500159
17000,343164;0,500324;17000,241699;0,500359;17000,446163;0,500088;17000,388548;0,500125
17000,196114;0,500721;17000,413873;0,500436;17000,262074;0,500245;17000,063200;0,500301
17000,440232;0,500176;17000,252358;0,500103;17000,558382;0,500102;17000,349781;0,500087
17000,305994;0,499927;17000,491746;0,499876;17000,254880;0,500045;17000,154242;0,500080
17000,428059;0,500081;17000,214823;0,500011;17000,414680;0,499985;17000,329940;0,500071
17000,019495;0,500382;17000,291960;0,500119;17000,132120;0,500183;17000,268516;0,500397
17000,300205;0,500212;17000,206432;0,499923;17000,337106;0,500076;17000,108689;0,500232
17000,447993;0,500082;17000,264574;0,499820;17000,242530;0,500236;17000,490535;0,499918
17000,221970;0,500213;17000,397474;0,500153;17000,042646;0,500287;17000,352092;0,500315
17000,326331;0,499991;17000,237050;0,499987;17000,291367;0,500202;17000,345693;0,500172
17000,234719;0,500090;17000,557798;0,499993;17000,407091;0,500076;17000,391259;0,500371
17000,172553;0,500313;17000,462441;0,500339;17000,176146;0,500203;17000,479874;0,500252
17000,408820;0,500225;17000,011426;0,500028;17000,340012;0,499981;17000,275577;0,500439
17000,205420;0,500121;17000,407390;0,500262;17000,471834;0,500191;17000,019458;0,500363
17000,450006;0,500159;17000,427873;0,500150;17000,266173;0,500213;17000,338365;0,499985
17000,077073;0,500418;17000,569750;0,500382;17000,331320;0,500291;17000,322950;0,500172
17000,155453;0,500088;17000,150253;0,500210;17000,121181;0,500265;17000,183339;0,500242
